Date,AIR COMPRESSOR,ALTERNATOR,BATTERY,BRAKE CALIPER,BRAKE PAD,BRAKE ROTOR,CAMSHAFT,CARBERATOR,COIL SPRING,CRANKSHAFT,CYLINDER HEAD,DISTRIBUTOR,ENGINE BLOCK,FUEL INJECTOR,FUSE BOX,Production
2017-02-16,43,33,37,100,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-02-17,52,0,12,52,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-02-18,26,90,0,2,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-02-19,57,62,0,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-02-20,7,20,100,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-02-21,88,0,60,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-02-22,38,97,22,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-02-23,38,84,105,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-02-24,105,61,71,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-02-25,101,35,71,71,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-02-26,65,1,60,38,102,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-02-27,21,77,42,0,96,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-02-28,57,63,22,0,70,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-03-01,15,44,120,0,30,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-03-02,15,22,72,58,2,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-03-03,121,0,46,37,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-03-04,107,148,29,6,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-03-05,75,126,8,122,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-03-06,68,98,54,96,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-03-07,56,82,45,66,70,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-03-08,49,63,39,44,28,64,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-03-09,17,61,13,13,80,27,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-03-10,10,35,51,2,55,3,0,0,0,0,0,0,0,0,0,BATTERY
2017-03-11,121,13,26,0,33,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-03-12,87,63,0,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-03-13,43,15,62,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-03-14,30,85,30,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-03-15,88,67,23,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-03-16,82,18,106,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-03-17,40,12,86,133,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-03-18,15,81,70,88,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-03-19,11,80,42,55,92,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-03-20,147,72,0,20,51,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-03-21,147,22,98,7,30,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-03-22,135,20,94,92,10,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-03-23,129,10,69,71,101,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-03-24,95,81,46,68,80,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-03-25,92,69,14,61,53,78,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-03-26,74,38,137,50,23,45,0,0,0,0,0,0,0,0,0,BATTERY
2017-03-27,61,6,95,30,136,12,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-03-28,25,149,77,0,130,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-03-29,90,126,56,0,126,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-03-30,72,92,46,100,82,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-03-31,25,42,29,50,76,99,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-04-01,81,18,0,48,33,78,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-04-02,67,1,116,32,0,71,0,0,0,0,0,0,0,0,0,BATTERY
2017-04-03,65,58,104,14,0,64,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-04-04,27,10,75,135,0,55,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-04-05,25,94,71,132,0,51,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-04-06,147,53,46,94,0,29,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-04-07,135,34,4,63,89,17,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-04-08,93,89,0,14,86,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-04-09,77,53,75,0,58,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-04-10,49,26,29,63,52,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-04-11,28,10,120,43,47,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-04-12,22,62,100,20,22,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-04-13,8,43,68,84,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-04-14,101,1,55,70,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-04-15,96,89,26,28,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-04-16,47,47,132,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-04-17,68,45,82,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-04-18,66,1,44,56,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-04-19,52,113,36,43,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-04-20,49,108,122,20,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-04-21,8,93,106,3,63,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-04-22,149,55,66,0,58,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-04-23,115,51,66,77,57,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-04-24,100,30,56,65,7,148,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-04-25,68,15,31,31,122,131,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-04-26,48,109,15,0,81,113,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-04-27,60,63,3,0,76,108,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-04-28,31,60,81,0,36,59,0,0,0,0,0,0,0,0,0,BATTERY
2017-04-29,5,30,68,144,0,27,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-04-30,150,27,64,109,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-05-01,118,126,56,109,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-05-02,90,89,33,101,103,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-05-03,86,67,27,81,88,122,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-05-04,46,48,8,70,67,95,93,0,0,0,0,0,0,0,0,CAMSHAFT
2017-05-05,111,38,0,60,18,83,66,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-05-06,101,6,91,16,18,74,56,0,0,0,0,0,0,0,0,BATTERY
2017-05-07,51,61,89,0,0,42,12,0,0,0,0,0,0,0,0,ALTERNATOR
2017-05-08,44,41,62,125,0,41,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-05-09,38,84,61,106,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-05-10,2,53,26,62,78,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-05-11,113,3,2,21,75,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-05-12,87,92,0,13,57,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-05-13,84,89,125,0,53,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-05-14,52,64,91,116,31,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-05-15,16,22,77,89,17,100,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-05-16,112,0,54,77,11,65,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-05-17,92,109,27,50,0,30,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-05-18,52,89,71,49,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-05-19,21,69,70,36,140,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-05-20,114,28,33,26,131,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-05-21,80,143,10,0,95,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-05-22,52,111,63,0,65,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-05-23,36,91,61,106,43,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-05-24,28,69,38,91,34,58,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-05-25,26,62,26,62,28,18,103,0,0,0,0,0,0,0,0,CAMSHAFT
2017-05-26,120,59,0,43,25,11,93,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-05-27,72,56,58,14,0,0,63,0,0,0,0,0,0,0,0,BATTERY
2017-05-28,57,10,13,5,134,0,22,0,0,0,0,0,0,0,0,BRAKE PAD
2017-05-29,53,3,63,0,134,0,8,0,0,0,0,0,0,0,0,BATTERY
2017-05-30,9,141,30,0,109,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-05-31,77,92,0,0,88,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-06-01,38,87,108,0,84,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-06-02,17,45,63,138,49,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-06-03,134,4,28,118,7,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-06-04,111,139,0,88,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-06-05,74,93,138,50,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-06-06,52,91,128,32,73,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-06-07,4,55,124,65,34,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-06-08,148,5,108,23,16,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-06-09,142,143,85,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-06-10,132,110,44,149,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-06-11,98,103,16,147,97,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-06-12,49,96,139,114,63,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-06-13,6,81,128,111,56,97,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-06-14,2,46,109,79,51,65,134,0,0,0,0,0,0,0,0,CAMSHAFT
2017-06-15,97,14,68,48,3,47,101,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-06-16,89,1,63,3,68,46,101,0,0,0,0,0,0,0,0,BRAKE PAD
2017-06-17,41,59,43,0,19,10,91,0,0,0,0,0,0,0,0,ALTERNATOR
2017-06-18,25,12,28,113,0,0,78,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-06-19,22,9,138,66,0,0,51,0,0,0,0,0,0,0,0,BATTERY
2017-06-20,5,52,121,63,0,0,23,0,0,0,0,0,0,0,0,ALTERNATOR
2017-06-21,121,15,99,48,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-06-22,107,51,59,39,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-06-23,82,35,30,32,130,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-06-24,79,10,150,7,86,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-06-25,67,88,131,0,77,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-06-26,42,39,97,118,28,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-06-27,22,13,51,70,5,96,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-06-28,120,0,28,25,2,76,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-06-29,79,126,6,9,0,49,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-06-30,49,100,139,5,0,15,0,0,0,0,0,0,0,0,0,BATTERY
2017-07-01,18,94,95,3,142,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-07-02,91,61,90,0,106,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-07-03,66,37,89,86,56,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-07-04,61,6,75,72,19,68,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-07-05,56,65,69,40,0,23,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-07-06,35,34,57,18,142,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-07-07,15,21,55,139,123,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-07-08,99,0,12,131,91,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-07-09,97,150,0,102,73,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-07-10,49,113,91,62,28,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-07-11,20,110,76,29,13,70,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-07-12,12,79,45,16,90,65,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-07-13,10,51,39,3,78,60,91,0,0,0,0,0,0,0,0,CAMSHAFT
2017-07-14,62,44,0,0,42,35,59,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-07-15,28,131,0,0,34,21,14,0,0,0,0,0,0,0,0,ALTERNATOR
2017-07-16,129,104,0,0,24,0,5,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-07-17,80,72,149,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-07-18,57,59,106,103,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-07-19,17,30,58,88,105,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-07-20,113,0,53,74,65,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-07-21,103,95,29,71,60,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-07-22,96,45,21,43,50,126,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-07-23,51,24,142,2,37,100,0,0,0,0,0,0,0,0,0,BATTERY
2017-07-24,38,17,92,112,6,77,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-07-25,121,0,59,78,0,29,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-07-26,109,96,44,47,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-07-27,102,87,82,46,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-07-28,78,69,56,14,139,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-07-29,65,32,26,148,114,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-07-30,60,99,0,105,107,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-07-31,10,52,89,66,90,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-08-01,131,45,56,57,73,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-08-02,97,16,52,32,30,118,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-08-03,73,125,32,0,0,102,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-08-04,40,76,32,72,0,68,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-08-05,38,41,29,42,96,65,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-08-06,23,101,0,0,63,23,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-08-07,147,76,0,0,49,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-08-08,117,27,55,0,8,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-08-09,72,86,36,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-08-10,58,67,33,51,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-08-11,58,33,12,13,136,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-08-12,45,21,96,11,94,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-08-13,24,66,49,0,61,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-08-14,68,59,33,0,58,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-08-15,67,53,13,54,33,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-08-16,41,39,120,7,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-08-17,39,125,76,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-08-18,16,99,27,141,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-08-19,3,66,23,110,77,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-08-20,105,61,0,60,38,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-08-21,99,13,52,46,3,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-08-22,53,125,50,0,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-08-23,21,78,37,119,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-08-24,15,46,16,97,81,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-08-25,139,1,13,87,42,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-08-26,94,127,0,66,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-08-27,58,95,117,48,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-08-28,53,94,82,63,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-08-29,33,60,68,33,113,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-08-30,25,44,57,3,66,66,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-08-31,111,17,54,0,55,54,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-09-01,73,93,27,0,45,36,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-09-02,58,77,4,78,42,10,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-09-03,22,43,128,38,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-09-04,21,13,98,12,95,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-09-05,3,144,96,0,51,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-09-06,54,112,81,0,43,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-09-07,52,75,45,101,19,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-09-08,35,36,32,51,121,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-09-09,99,9,23,17,103,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-09-10,72,139,16,0,87,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-09-11,23,128,123,0,45,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-09-12,111,110,84,0,7,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-09-13,80,90,69,145,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-09-14,30,40,55,116,140,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-09-15,56,34,38,114,134,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-09-16,45,99,11,94,115,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-09-17,3,60,75,61,105,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-09-18,130,15,64,40,70,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-09-19,126,55,54,14,53,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-09-20,87,5,42,7,11,99,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-09-21,66,68,0,2,0,98,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-09-22,43,40,97,0,0,65,0,0,0,0,0,0,0,0,0,BATTERY
2017-09-23,7,17,56,52,0,56,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-09-24,107,0,55,29,0,50,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-09-25,94,148,8,8,0,39,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-09-26,94,104,120,2,0,32,0,0,0,0,0,0,0,0,0,BATTERY
2017-09-27,77,74,113,114,0,30,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-09-28,45,71,89,98,136,1,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-09-29,20,65,71,91,102,51,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-09-30,4,44,43,86,96,6,66,0,0,0,0,0,0,0,0,CAMSHAFT
2017-10-01,97,23,25,52,73,0,16,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-10-02,91,150,25,45,40,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-10-03,67,120,75,10,34,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-10-04,38,85,51,9,19,65,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-10-05,1,78,39,77,0,35,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-10-06,144,28,22,48,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-10-07,109,111,0,40,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-10-08,96,103,73,31,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-10-09,78,58,57,27,87,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-10-10,78,11,13,50,65,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-10-11,69,58,0,3,63,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-10-12,65,51,110,0,32,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-10-13,19,33,94,78,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-10-14,2,14,68,66,115,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-10-15,105,0,66,50,107,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-10-16,79,112,36,16,62,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-10-17,40,106,120,0,16,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-10-18,36,102,87,101,2,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-10-19,18,80,69,52,150,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-10-20,10,78,46,19,109,71,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-10-21,100,33,21,7,92,28,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-10-22,98,23,9,104,50,7,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-10-23,53,2,70,102,29,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-10-24,49,144,62,55,7,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-10-25,40,127,14,18,102,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-10-26,7,108,107,1,75,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-10-27,131,93,83,0,72,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-10-28,97,88,42,122,46,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-10-29,54,50,18,75,37,80,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-10-30,52,8,96,51,21,74,0,0,0,0,0,0,0,0,0,BATTERY
2017-10-31,10,2,53,14,7,30,84,0,0,0,0,0,0,0,0,CAMSHAFT
2017-11-01,67,0,29,2,0,26,80,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-11-02,49,73,0,0,0,12,60,0,0,0,0,0,0,0,0,ALTERNATOR
2017-11-03,13,54,116,0,0,0,27,0,0,0,0,0,0,0,0,BATTERY
2017-11-04,102,38,97,0,0,0,7,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-11-05,98,26,75,129,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-11-06,52,11,51,117,133,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-11-07,8,1,27,80,129,82,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-11-08,90,0,0,34,101,80,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-11-09,62,65,0,0,68,41,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-11-10,24,61,110,0,21,39,0,0,0,0,0,0,0,0,0,BATTERY
2017-11-11,15,24,68,97,0,5,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-11-12,124,0,60,92,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-11-13,103,99,24,90,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-11-14,67,55,20,58,86,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-11-15,31,7,19,58,38,109,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-11-16,89,0,0,24,8,109,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-11-17,65,59,0,15,0,77,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-11-18,33,19,131,0,0,62,0,0,0,0,0,0,0,0,0,BATTERY
2017-11-19,1,149,89,0,0,16,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-11-20,94,123,89,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-11-21,80,81,50,96,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-11-22,75,71,3,51,60,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-11-23,52,30,123,22,22,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-11-24,47,135,91,10,3,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-11-25,5,126,58,146,0,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-11-26,4,124,51,117,54,0,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-11-27,147,76,46,107,13,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-11-28,100,60,6,103,11,101,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-11-29,89,59,50,99,0,77,0,0,0,0,0,0,0,0,0,BATTERY
2017-11-30,45,24,29,53,110,45,0,0,0,0,0,0,0,0,0,BRAKE PAD
2017-12-01,22,13,75,29,109,22,0,0,0,0,0,0,0,0,0,BATTERY
2017-12-02,12,69,29,6,78,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-12-03,103,47,16,0,53,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-12-04,63,36,14,99,52,0,0,0,0,0,0,0,0,0,0,BRAKE CALIPER
2017-12-05,17,30,4,78,35,54,0,0,0,0,0,0,0,0,0,BRAKE ROTOR
2017-12-06,98,0,0,39,0,19,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
2017-12-07,59,74,0,25,0,0,0,0,0,0,0,0,0,0,0,ALTERNATOR
2017-12-08,36,45,137,0,0,0,0,0,0,0,0,0,0,0,0,BATTERY
2017-12-09,61,43,90,0,0,0,0,0,0,0,0,0,0,0,0,AIR COMPRESSOR
